District,State,Students,ELL_Percent,IEP_Percent,Pupil_Teacher_Ratio,Exp_Rev_Ratio,Strike
MC COOK PUBLIC SCHOOLS,Nebraska,1415,0.02,0.14,14.29,0.964,0
MILLARD PUBLIC SCHOOLS,Nebraska,23980,0.02,0.12,16.15,1.031,0
NEBRASKA CITY PUBLIC SCHOOLS,Nebraska,1463,0.06,0.19,13.15,0.967,0
NORFOLK PUBLIC SCHOOLS,Nebraska,4322,0.06,0.16,15.9,0.976,0
NORRIS SCHOOL DIST 160,Nebraska,2321,0.01,0.09,16.62,0.954,0
NORTH PLATTE PUBLIC SCHOOLS,Nebraska,4227,0.02,0.17,15.54,1.025,0
NORTHWEST PUBLIC SCHOOLS,Nebraska,1475,0.02,0.06,13.94,0.963,0
OMAHA PUBLIC SCHOOLS,Nebraska,52344,0.17,0.19,14.51,1.002,0
PAPILLION LA VISTA COMMUNITY SCHOOLS,Nebraska,11744,0.01,0.12,15.16,1.09,0
PLATTSMOUTH COMMUNITY SCHOOLS,Nebraska,1717,0,0.18,13.38,0.922,0
RALSTON PUBLIC SCHOOLS,Nebraska,3363,0.09,0.14,15.14,0.971,0
SCHUYLER COMMUNITY SCHOOLS,Nebraska,2044,0.35,0.11,14.77,0.948,0
SCOTTSBLUFF PUBLIC SCHOOLS,Nebraska,3438,0.06,0.12,15.92,1.073,0
SEWARD PUBLIC SCHOOLS,Nebraska,1426,0.01,0.17,14.46,0.911,0
SIDNEY PUBLIC SCHOOLS,Nebraska,1377,0.02,0.12,14.38,1.018,0
SO SIOUX CITY COMMUNITY SCHS,Nebraska,3883,0.15,0.14,13.6,0.968,0
SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,Nebraska,1162,0,0.14,13.64,0.975,0
WAHOO PUBLIC SCHOOLS,Nebraska,1024,0.01,0.19,13.61,0.838,0
WAVERLY SCHOOL DISTRICT 145,Nebraska,2026,0,0.14,15.58,0.91,0
WESTSIDE COMMUNITY SCHOOLS,Nebraska,5999,0.03,0.11,13.89,1.033,0
YORK PUBLIC SCHOOLS,Nebraska,1346,0.04,0.18,14.64,0.899,0
CARSON CITY SCHOOL DISTRICT,Nevada,8093,0.15,0.14,19.22,1.062,0
CHURCHILL COUNTY SCHOOL DISTRICT,Nevada,3196,0.07,0.15,20.36,1.385,0
CLARK COUNTY SCHOOL DISTRICT,Nevada,326953,0.18,0.12,20.1,0.932,0
DOUGLAS COUNTY SCHOOL DISTRICT,Nevada,5932,0.05,0.15,18.72,1.211,0
ELKO COUNTY SCHOOL DISTRICT,Nevada,9907,0.12,0.11,17.68,0.96,0
HUMBOLDT COUNTY SCHOOL DISTRICT,Nevada,3399,0.12,0.14,18.68,0.976,0
LANDER COUNTY SCHOOL DISTRICT,Nevada,1004,0.09,0.11,16.73,2.769,0
LINCOLN COUNTY SCHOOL DISTRICT,Nevada,1085,0.02,0.14,11.67,1.154,0
LYON COUNTY SCHOOL DISTRICT,Nevada,8348,0.05,0.13,17.21,0.968,0
NYE COUNTY SCHOOL DISTRICT,Nevada,5032,0.07,0.15,18.36,1.058,0
STATE-SPONSORED CHARTER SCHOOLS,Nevada,30654,0.05,0.08,27.86,0.934,0
WASHOE COUNTY SCHOOL DISTRICT,Nevada,66671,0.15,0.13,18.8,1.002,0
WHITE PINE COUNTY SCHOOL DISTRICT,Nevada,1390,0.02,0.15,19.79,1.104,0
AMHERST SCHOOL DISTRICT,New Hampshire,1244,0.01,0.11,13.46,0.989,0
BARRINGTON SCHOOL DISTRICT,New Hampshire,1385,0,0.19,17.76,0.962,0
BEDFORD SCHOOL DISTRICT,New Hampshire,4513,0.01,0.12,14.34,0.949,0
BERLIN SCHOOL DISTRICT,New Hampshire,1115,0,0.22,11.49,1.002,0
BOW SCHOOL DISTRICT,New Hampshire,1426,0.01,0.12,11.55,0.945,0
CLAREMONT SCHOOL DISTRICT,New Hampshire,1764,0,0.21,10.95,1.186,0
CONCORD SCHOOL DISTRICT,New Hampshire,4525,0.07,0.16,14.46,0.979,0
CONTOOCOOK VALLEY SCHOOL DISTRICT,New Hampshire,2155,0.01,0.16,10.98,0.969,0
CONWAY SCHOOL DISTRICT,New Hampshire,1276,0.01,0.17,8.08,0.925,0
DERRY SCHOOL DISTRICT,New Hampshire,5059,0.01,0.19,20.58,0.995,0
DOVER SCHOOL DISTRICT,New Hampshire,3800,0.02,0.16,13.81,0.95,0
EXETER REGION COOP SCHOOL DISTRICT,New Hampshire,3060,0,0.11,13.46,0.937,0
FALL MOUNTAIN REGIONAL SCHOOL DISTRICT,New Hampshire,1535,0,0.16,10.44,1.005,0
FRANKLIN SCHOOL DISTRICT,New Hampshire,1172,0,0.17,13.09,0.992,0
GILFORD SCHOOL DISTRICT,New Hampshire,1006,0,0.14,8.75,0.941,0
GOFFSTOWN SCHOOL DISTRICT,New Hampshire,2253,0.02,0.16,10.5,0.979,0
GOVERNOR WENTWORTH REG SCHOOL DISTRICT,New Hampshire,2222,0,0.15,10.23,0.923,0
HAMPSTEAD SCHOOL DISTRICT,New Hampshire,1262,0,0.16,16.69,0.977,0
HAMPTON SCHOOL DISTRICT,New Hampshire,1122,0.02,0.12,11.45,0.961,0
HILLSBORO DEERING COOP SCHOOL DISTRICT,New Hampshire,1102,0,0.23,10.26,0.984,0
HOLLIS/BROOKLINE COOP SCHOOL DISTRICT,New Hampshire,1280,0,0.12,13.54,0.941,0
HOOKSETT SCHOOL DISTRICT,New Hampshire,1952,0.02,0.13,20.23,0.95,0
HUDSON SCHOOL DISTRICT,New Hampshire,3532,0.01,0.15,14.07,0.982,0
INTER-LAKES SCHOOL DISTRICT,New Hampshire,1045,0.01,0.15,11.6,1.008,0
JAFFREY-RINDGE COOP SCHOOL DISTRICT,New Hampshire,1378,0,0.14,10.81,0.933,0
KEARSARGE REGIONAL SCHOOL DISTRICT,New Hampshire,1782,0,0.11,11.09,0.953,0
KEENE SCHOOL DISTRICT,New Hampshire,2541,0.01,0.22,9.57,0.942,0
LACONIA SCHOOL DISTRICT,New Hampshire,2000,0.01,0.17,11.68,0.936,0
LEBANON SCHOOL DISTRICT,New Hampshire,1403,0.04,0.13,9.17,0.964,0
LITCHFIELD SCHOOL DISTRICT,New Hampshire,1337,0.01,0.17,13.46,0.986,0
LONDONDERRY SCHOOL DISTRICT,New Hampshire,4265,0,0.17,13.35,0.982,0
MANCHESTER SCHOOL DISTRICT,New Hampshire,14219,0.11,0.18,14.23,0.962,0
MASCENIC REGIONAL SCHOOL DISTRICT,New Hampshire,1063,0.01,0.11,12.27,0.956,0
MASCOMA VALLEY REG SCHOOL DISTRICT,New Hampshire,1150,0,0.21,10,1.129,0
MERRIMACK SCHOOL DISTRICT,New Hampshire,3720,0.01,0.16,12.68,0.99,0
MERRIMACK VALLEY SCHOOL DISTRICT,New Hampshire,2499,0.01,0.21,13.63,0.952,0
MILFORD SCHOOL DISTRICT,New Hampshire,2273,0.01,0.15,13.15,0.978,0
MONADNOCK REGIONAL SCHOOL DISTRICT,New Hampshire,1665,0.01,0.19,12.23,0.961,0
NASHUA SCHOOL DISTRICT,New Hampshire,11638,0.08,0.15,13.75,0.992,0
NEWFOUND AREA SCHOOL DISTRICT,New Hampshire,1193,0,0.13,11.72,1.002,0
NEWMARKET SCHOOL DISTRICT,New Hampshire,1060,0.02,0.17,11.65,0.994,0
OYSTER RIVER COOP SCHOOL DISTRICT,New Hampshire,2034,0.02,0.16,11.87,0.976,0
PELHAM SCHOOL DISTRICT,New Hampshire,1971,0.01,0.15,14.13,1.342,0
PEMBROKE SCHOOL DISTRICT,New Hampshire,1103,0.01,0.13,8.14,0.958,0
PORTSMOUTH SCHOOL DISTRICT,New Hampshire,2214,0.03,0.17,9.39,1.002,0
RAYMOND SCHOOL DISTRICT,New Hampshire,1373,0,0.21,12.24,1.015,0
ROCHESTER SCHOOL DISTRICT,New Hampshire,4193,0.01,0.18,12.41,1.139,0
SALEM SCHOOL DISTRICT,New Hampshire,3575,0.02,0.14,11.85,1.108,0
SANBORN REGIONAL SCHOOL DISTRICT,New Hampshire,1463,0.01,0.19,9.16,0.922,0
SHAKER REGIONAL SCHOOL DISTRICT,New Hampshire,1325,0.01,0.16,11.98,0.989,0
SOMERSWORTH SCHOOL DISTRICT,New Hampshire,1618,0.04,0.19,13.23,0.962,0
TIMBERLANE REGIONAL SCHOOL DISTRICT,New Hampshire,3508,0,0.2,11.58,0.948,0
WEARE SCHOOL DISTRICT,New Hampshire,1026,0,0.14,13.07,0.938,0
WHITE MOUNTAIN REGIONAL SCHOOL DISTRICT,New Hampshire,1128,0,0.18,9.77,1.014,0
WINDHAM SCHOOL DISTRICT,New Hampshire,2984,0.01,0.15,14.69,0.893,0
WINNACUNNET COOP SCHOOL DISTRICT,New Hampshire,1061,0.01,0.1,10.76,0.936,0
WINNISQUAM REGIONAL SCHOOL DISTRICT,New Hampshire,1477,0.01,0.18,12.84,0.897,0
ASBURY PARK SCHOOL DISTRICT,New Jersey,2366,0.07,0.2,10.93,1.019,0
ATLANTIC CITY SCHOOL DISTRICT,New Jersey,7142,0.14,0.14,11.79,0.971,0
AUDUBON PUBLIC SCHOOL DISRICT,New Jersey,1571,0,0.2,12,0.981,0
BARNEGAT TOWNSHIP SCHOOL DISTRICT,New Jersey,3149,0.01,0.18,11.16,0.934,0
BAYONNE SCHOOL DISTRICT,New Jersey,9859,0.04,0.15,13.09,1.122,0
BELLEVILLE PUBLIC SCHOOLS,New Jersey,4549,0.05,0.18,13.64,0.93,0
BELLMAWR PUBLIC SCHOOL DISTRICT,New Jersey,1219,0.04,0.12,13.93,0.911,0
BERGEN ARTS AND SCIENCE CHARTER SCHOOL,New Jersey,1126,0.04,0.04,13.9,1.009,0
BERGEN COUNTY VOCATIONAL TECHNICAL SCHOOL DISTRICT,New Jersey,2105,0.01,0.16,9.24,1.007,0
BERGENFIELD BOROUGH SCHOOL DISTRICT,New Jersey,3550,0.06,0.17,12.98,0.994,0
BERKELEY HEIGHTS SCHOOL DISTRICT,New Jersey,2712,0.01,0.14,12,0.971,0
BERKELEY TOWNSHIP SCHOOL DISTRICT,New Jersey,2139,0.01,0.23,12.06,0.958,0
BERNARDS TOWNSHIP SCHOOL DISTRICT,New Jersey,5545,0.01,0.15,11.7,0.94,0
BLACK HORSE PIKE REGIONAL SCHOOL DISTRICT,New Jersey,3754,0.01,0.19,13.53,0.96,0
BLOOMFIELD TOWNSHIP SCHOOL DISTRICT,New Jersey,6438,0.04,0.16,12.56,0.897,0
BOGOTA PUBLIC SCHOOL DISTRICT,New Jersey,1120,0.04,0.2,12.49,0.936,0
BOONTON TOWN SCHOOL DISTRICT,New Jersey,1407,0.04,0.2,11.44,0.962,0
BORDENTOWN REGIONAL SCHOOL DISTRICT,New Jersey,2525,0.02,0.2,13.69,0.939,0
BOUND BROOK SCHOOL DISTRICT,New Jersey,1941,0.13,0.13,12.77,1.121,0
BRANCHBURG TOWNSHIP SCHOOL DISTRICT,New Jersey,1471,0.02,0.14,9.8,0.998,0
BRICK TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,8912,0.03,0.22,11.69,0.989,0
BRIDGETON CITY SCHOOL DISTRICT,New Jersey,6324,0.18,0.09,13.82,1.161,0
BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT,New Jersey,8625,0.02,0.17,11.19,0.966,0
BUENA REGIONAL SCHOOL DISTRICT,New Jersey,1875,0.01,0.27,15.89,1.044,0
BURLINGTON CITY PUBLIC SCHOOL DISTRICT,New Jersey,1755,0.03,0.23,10.13,0.976,0
BURLINGTON COUNTY INSTITUTE OF TECHNOLOGY,New Jersey,2016,0,0.2,12.96,0.975,0
BURLINGTON TOWNSHIP BOARD OF EDUCATION,New Jersey,3933,0.03,0.16,12.32,0.996,0
BUTLER PUBLIC SCHOOL DISTRICT,New Jersey,1236,0.03,0.24,12.11,0.945,0
CALDWELL-WEST CALDWELL SCHOOL DISTRICT,New Jersey,2658,0.01,0.19,12.41,0.993,0
CAMDEN CITY PUBLIC SCHOOLS,New Jersey,9806,0.08,0.18,11.43,1.011,0
CAMDEN COUNTY TECHNICAL SCHOOL DISTRICT,New Jersey,2012,0,0.19,10.58,0.935,0
CARTERET PUBLIC SCHOOL DISTRICT,New Jersey,3774,0.08,0.13,12.65,0.972,0
CEDAR GROVE TOWNSHIP SCHOOL DISTRICT,New Jersey,1643,0.01,0.18,11.53,0.987,0
CENTRAL REGIONAL SCHOOL DISTRICT,New Jersey,2112,0.01,0.21,13.82,1.02,0
CHERRY HILL SCHOOL DISTRICT,New Jersey,11174,0.02,0.2,13.24,1.001,0
CHESTER SCHOOL DISTRICT,New Jersey,1118,0.03,0.18,10.26,0.936,0
CINNAMINSON TOWNSHIP PUBLIC SCHOOLS,New Jersey,2518,0.02,0.17,11.81,1.035,0
CLARK TOWNSHIP PUBLIC SCHOOLS,New Jersey,2331,0.01,0.2,12.91,0.944,0
CLAYTON PUBLIC SCHOOL DISTRICT,New Jersey,1462,0.04,0.2,12.69,1.039,0
CLEARVIEW REGIONAL HIGH SCHOOL DISTRICT,New Jersey,2384,0,0.14,13.76,0.939,0
CLIFFSIDE PARK SCHOOL DISTRICT,New Jersey,3128,0.09,0.17,13.14,0.983,0
CLIFTON PUBLIC SCHOOL DISTRICT,New Jersey,11046,0.07,0.17,13.51,1.002,0
CLINTON TOWNSHIP SCHOOL DISTRICT,New Jersey,1332,0,0.2,9.31,0.942,0
CLOSTER PUBLIC SCHOOL DISTRICT,New Jersey,1125,0.08,0.14,12.3,0.988,0
COLLINGSWOOD PUBLIC SCHOOL DISTRICT,New Jersey,1911,0.02,0.18,10.73,1.003,0
CRANFORD PUBLIC SCHOOL DISTRICT,New Jersey,3880,0,0.19,11.6,0.983,0
CRESSKILL PUBLIC SCHOOL DISTRICT,New Jersey,1821,0.06,0.15,13.17,0.937,0
CUMBERLAND REGIONAL SCHOOL DISTRICT,New Jersey,1231,0,0.18,15.29,0.989,0
DELRAN TOWNSHIP SCHOOL DISTRICT,New Jersey,3042,0.06,0.19,13.27,0.977,0
DELSEA REGIONAL HIGH SCHOOL DISTRICT,New Jersey,1636,0,0.17,12.78,0.83,0
DENVILLE TOWNSHIP K-8 SCHOOL DISTRICT,New Jersey,1653,0.01,0.2,11.06,0.99,0
DEPTFORD TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,4424,0.02,0.2,12.97,1.003,0
DOVER PUBLIC SCHOOL DISTRICT,New Jersey,3290,0.08,0.14,15.37,0.988,0
DUMONT PUBLIC SCHOOL DISTRICT,New Jersey,2539,0.03,0.15,11.91,0.98,0
DUNELLEN PUBLIC SCHOOL DISTRICT,New Jersey,1206,0.03,0.14,12.5,0.984,0
EAST BRUNSWICK TOWNSHIP SCHOOL DISTRICT,New Jersey,8008,0.03,0.15,11.52,0.938,0
EAST ORANGE SCHOOL DISTRICT,New Jersey,10028,0.04,0.14,12.52,0.999,0
EAST WINDSOR REGIONAL SCHOOL DISTRICT,New Jersey,5339,0.1,0.13,12.5,1.001,0
EASTERN CAMDEN COUNTY REGIONAL SCHOOL DISTRICT,New Jersey,2048,0.01,0.13,14.4,0.955,0
EATONTOWN PUBLIC SCHOOL DISTRICT,New Jersey,1046,0.06,0.31,10.2,0.948,0
EDISON TOWNSHIP SCHOOL DISTRICT,New Jersey,15687,0.03,0.12,13.86,0.962,0
EGG HARBOR TOWNSHIP SCHOOL DISTRICT,New Jersey,7503,0.02,0.14,12.24,0.958,0
ELIZABETH PUBLIC SCHOOLS,New Jersey,27954,0.17,0.12,13.35,0.99,0
ELMWOOD PARK SCHOOL DISTRICT,New Jersey,2716,0.04,0.17,15.77,0.811,0
EMERSON PUBLIC SCHOOL DISTRICT,New Jersey,1170,0.01,0.16,11.85,1.039,0
ENGLEWOOD PUBLIC SCHOOL DISTRICT,New Jersey,3145,0.07,0.17,10.92,0.998,0
ESSEX COUNTY VOCATIONAL TECHNICAL SCHOOL DISTRICT,New Jersey,2112,0.06,0.1,11.34,0.821,0
EVESHAM TOWNSHIP SCHOOL DISTRICT,New Jersey,4469,0.01,0.23,12.23,0.938,0
EWING TOWNSHIP SCHOOL DISTRICT,New Jersey,3642,0.03,0.2,10.91,0.924,0
FAIR HAVEN SCHOOL DISTRICT,New Jersey,1019,0,0.13,12.61,0.912,0
FAIR LAWN PUBLIC SCHOOL DISTRICT,New Jersey,4943,0.04,0.22,12.34,0.954,0
FAIRVIEW PUBLIC SCHOOL DISTRICT,New Jersey,1411,0.14,0.2,16.22,0.991,0
FLEMINGTON-RARITAN REGIONAL SCHOOL DISTRICT,New Jersey,3090,0.03,0.18,9.75,0.995,0
FLORENCE TOWNSHIP SCHOOL DISTRICT,New Jersey,1633,0.02,0.16,13.26,0.946,0
FORT LEE SCHOOL DISTRICT,New Jersey,3864,0.1,0.14,13.13,1.203,0
FOUNDATION ACADEMY CHARTER SCHOOL,New Jersey,1003,0.03,0.11,12.38,0.888,0
FRANKLIN LAKES  SCHOOL DISTRICT,New Jersey,1136,0.01,0.21,7.63,0.953,0
FRANKLIN TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,7392,0.07,0.18,10.96,0.894,0
FREEHOLD BOROUGH SCHOOL DISTRICT,New Jersey,1710,0.22,0.2,13.56,0.947,0
FREEHOLD REGIONAL HIGH SCHOOL DISTRICT,New Jersey,11126,0.01,0.17,14.7,0.988,0
FREEHOLD TOWNSHIP SCHOOL DISTRICT,New Jersey,3801,0.01,0.16,11.46,0.984,0
GALLOWAY TOWNSHIP PUBLIC SCHOOLS,New Jersey,3322,0.03,0.22,11,0.952,0
GARFIELD PUBLIC SCHOOL DISTRICT,New Jersey,5021,0.05,0.17,10.72,0.999,0
GLASSBORO SCHOOL DISTRICT,New Jersey,2140,0.05,0.16,13.04,0.917,0
GLEN RIDGE PUBLIC SCHOOL DISTRICT,New Jersey,1920,0,0.14,13.46,0.975,0
GLEN ROCK PUBLIC SCHOOL DISTRICT,New Jersey,2495,0.01,0.22,11.47,0.994,0
GLOUCESTER CITY PUBLIC SCHOOL DISTRICT,New Jersey,2171,0.01,0.23,11.77,1.001,0
GLOUCESTER TOWNSHIP SCHOOL DISTRICT,New Jersey,6460,0.02,0.19,12.22,0.977,0
GREAT OAKS LEGACY CHARTER SCHOOL,New Jersey,1332,0.02,0.12,20.18,0.959,0
GREATER EGG HARBOR REGIONAL HIGH SCHOOL DISTRICT,New Jersey,3277,0.01,0.2,11.56,1.05,0
GUTTENBERG SCHOOL DISTRICT,New Jersey,1028,0.16,0.1,14.08,0.875,0
HACKENSACK SCHOOL DISTRICT,New Jersey,5779,0.08,0.2,14.33,0.975,0
HACKETTSTOWN PUBLIC SCHOOL DISTRICT,New Jersey,1960,0.06,0.17,12.26,0.973,0
HADDON HEIGHTS SCHOOL DISTRICT,New Jersey,1361,0,0.2,11.4,0.974,0
HADDON TOWNSHIP SCHOOL DISTRICT,New Jersey,2075,0.01,0.21,12.64,0.953,0
HADDONFIELD SCHOOL DISTRICT,New Jersey,2706,0,0.22,13.49,0.958,0
HALEDON PUBLIC SCHOOL DISTRICT,New Jersey,1058,0.06,0.14,10.92,1.096,0
HAMILTON TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,11783,0.02,0.2,12.28,0.908,0
HAMILTON TOWNSHIP SCHOOL DISTRICT,New Jersey,3292,0.02,0.17,13.23,0.953,0
HAMMONTON SCHOOL DISTRICT,New Jersey,3640,0.05,0.17,14.36,0.978,0
HANOVER PARK REGIONAL HIGH SCHOOL DISTRICT,New Jersey,1573,0.01,0.18,11.72,0.944,0
HANOVER TOWNSHIP SCHOOL DISTRICT,New Jersey,1457,0.03,0.17,11.02,0.999,0
HARRISON PUBLIC SCHOOLS,New Jersey,2487,0.11,0.15,15.07,1.026,0
HARRISON TOWNSHIP SCHOOL DISTRICT,New Jersey,1430,0.01,0.14,13.06,0.969,0
HASBROUCK HEIGHTS SCHOOL DISTRICT,New Jersey,1888,0.02,0.17,13.39,0.952,0
HAWTHORNE PUBLIC SCHOOL DISTRICT,New Jersey,2413,0.02,0.2,12.36,0.958,0
HAZLET TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,2989,0.01,0.19,11.63,1.01,0
HIGHLAND PARK BORO SCHOOL DISTRICT,New Jersey,1667,0.08,0.16,11.62,0.973,0
HILLSBOROUGH TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,7329,0.02,0.18,11.46,0.975,0
HILLSDALE SCHOOL DISTRICT,New Jersey,1199,0.02,0.23,10.29,0.968,0
HILLSIDE BOARD OF EDUCATION,New Jersey,3144,0.05,0.14,12.08,0.994,0
HOBOKEN PUBLIC SCHOOL DISTRICT,New Jersey,2609,0.01,0.15,13.58,0.952,0
HOLMDEL TOWNSHIP SCHOOL DISTRICT,New Jersey,3016,0.02,0.18,11.64,0.955,0
HOPATCONG BOROUGH SCHOOL DISTRICT,New Jersey,1594,0.01,0.26,10.76,0.922,0
HOPEWELL VALLEY REGIONAL SCHOOL DISTRICT,New Jersey,3665,0.01,0.16,10.48,0.944,0
HOWELL TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,5918,0.02,0.21,11.67,1.027,0
HUDSON COUNTY SCHOOLS OF TECHNOLOGY SCHOOL DISTRICT,New Jersey,2191,0.01,0.08,10.56,1.013,0
HUNTERDON CENTRAL REGIONAL HIGH SCHOOL DISTRICT,New Jersey,3056,0.02,0.17,12.77,0.947,0
IRVINGTON PUBLIC SCHOOLS DISTRICT,New Jersey,7651,0.11,0.11,14.5,0.989,0
JACKSON TOWNSHIP SCHOOL DISTRICT,New Jersey,8608,0.02,0.17,12.71,0.967,0
JEFFERSON TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3143,0,0.2,11.29,0.992,0
JERSEY CITY SCHOOL DISTRICT,New Jersey,29659,0.09,0.14,11.98,0.978,1
KEANSBURG SCHOOL DISTRICT,New Jersey,1589,0.02,0.22,8.28,1.002,0
KEARNY,New Jersey,5731,0.07,0.17,13.21,1.021,0
KENILWORTH SCHOOL DISTRICT,New Jersey,1439,0.04,0.19,11.58,0.965,0
KEYPORT SCHOOL DISTRICT,New Jersey,1060,0.06,0.16,10.24,1.014,0
KINGSWAY REGIONAL SCHOOL DISTRICT,New Jersey,2727,0,0.17,14.9,0.96,0
KINNELON SCHOOL DISTRICT,New Jersey,1967,0,0.15,11.39,0.978,0
KITTATINNY REGIONAL SCHOOL DISTRICT,New Jersey,1035,0,0.16,10.73,0.969,0
LACEY TOWNSHIP SCHOOL DISTRICT,New Jersey,4084,0.01,0.24,11.96,0.969,0
LAKEWOOD TOWNSHIP SCHOOL DISTRICT,New Jersey,6302,0.23,0.59,13.75,1.027,0
LAWRENCE TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3969,0.03,0.21,11.98,0.92,0
LEAP ACADEMY UNIVERSITY CHARTER SCHOOL,New Jersey,1556,0.03,0.08,13.47,0.927,0
LENAPE REGIONAL HIGH SCHOOL DISTRICT,New Jersey,6886,0,0.16,11.91,0.954,0
LEONIA PUBLIC SCHOOL DISTRICT,New Jersey,1834,0.02,0.14,11.01,1,0
LINDEN PUBLIC SCHOOL DISTRICT,New Jersey,6198,0.05,0.16,11.91,0.987,0
LINDENWOLD PUBLIC SCHOOL DISTRICT,New Jersey,2802,0.16,0.15,12.25,0.987,0
LITTLE EGG HARBOR TOWNSHIP SCHOOL DISTRICT,New Jersey,1570,0,0.18,10.54,0.981,0
LIVINGSTON BOARD OF EDUCATION SCHOOL DISTRICT,New Jersey,5998,0.01,0.17,12.58,1.049,0
LODI SCHOOL DISTRICT,New Jersey,3350,0.06,0.15,14.44,0.993,0
LONG BRANCH PUBLIC SCHOOL DISTRICT,New Jersey,5798,0.11,0.14,11.93,0.999,0
LOWER CAPE MAY REGIONAL SCHOOL DISTRICT,New Jersey,1393,0,0.27,11,0.848,0
LOWER TOWNSHIP ELEMENTARY SCHOOL DISTRICT,New Jersey,1732,0.02,0.2,12.52,0.984,0
LUMBERTON TOWNSHIP BOARD OF EDUCATION,New Jersey,1361,0.01,0.23,12.57,0.958,0
LYNDHURST SCHOOL DISTRICT,New Jersey,2495,0.02,0.17,13.06,0.98,0
MADISON PUBLIC SCHOOL DISTRICT,New Jersey,2637,0.02,0.19,12.65,0.943,0
MAHWAH TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3001,0.02,0.17,11.46,0.976,0
MAINLAND REGIONAL HIGH SCHOOL DISTRICT,New Jersey,1319,0.01,0.17,11.99,0.936,0
MANALAPAN-ENGLISHTOWN REGIONAL SCHOOLS SCHOOL DISTRICT,New Jersey,5015,0.01,0.15,12.18,0.972,0
MANASQUAN SCHOOL DISTRICT,New Jersey,1615,0.02,0.2,11.9,0.977,0
MANCHESTER TOWNSHIP SCHOOL DISTRICT,New Jersey,2977,0.01,0.2,10.56,0.909,0
MANTUA TOWNSHIP SCHOOL DISTRICT,New Jersey,1264,0,0.22,10.54,0.969,0
MANVILLE BOARD OF EDUCATION,New Jersey,1441,0.06,0.22,13.4,0.994,0
MAPLE SHADE SCHOOL DISTRICT,New Jersey,2181,0.04,0.25,11.9,0.961,0
MARION P. THOMAS CHARTER SCHOOL,New Jersey,1338,0.01,0.12,13.45,0.906,0
MARLBORO TOWNSHIP SCHOOL DISTRICT,New Jersey,4909,0.02,0.18,10.92,0.999,0
MASTERY SCHOOLS OF CAMDEN INC.,NEW JERSEY,1693,0.12,0.2,13.44,1.019,0
MATAWAN-ABERDEEN REGIONAL SCHOOL DISTRICT,New Jersey,3788,0.02,0.17,11.79,0.977,0
MEDFORD TOWNSHIP SCHOOL DISTRICT,New Jersey,2770,0.01,0.2,12.44,0.962,0
METUCHEN PUBLIC SCHOOL DISTRICT,New Jersey,2261,0.01,0.19,13.03,0.954,0
MIDDLE TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,2684,0.02,0.24,12.99,0.95,0
MIDDLESEX BOROUGH SCHOOL DISTRICT,New Jersey,2099,0.05,0.17,11.97,0.873,0
MIDDLESEX COUNTY VOCATIONAL AND TECHNICAL SCHOOL DISTRICT,New Jersey,1977,0.01,0.22,10.69,0.867,0
MIDDLETOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,9724,0.01,0.2,12.38,1.078,0
MILLBURN TOWNSHIP SCHOOL DISTRICT,New Jersey,4926,0.02,0.15,12.36,0.961,0
MILLSTONE TOWNSHIP SCHOOL DISTRICT,New Jersey,1140,0,0.15,10.61,0.956,0
MILLVILLE  SCHOOL DISTRICT,New Jersey,5652,0.01,0.23,12.87,1.01,0
MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT,New Jersey,1651,0.01,0,7.56,1.036,0
MONMOUTH REGIONAL HIGH SCHOOL DISTRICT,New Jersey,1034,0.02,0.26,10.77,1.048,0
MONROE TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,6122,0.01,0.21,13.94,0.968,0
MONROE TOWNSHIP SCHOOL DISTRICT,New Jersey,6641,0.01,0.16,13.33,0.968,0
MONTCLAIR PUBLIC SCHOOLS,New Jersey,6741,0.01,0.19,11.41,1.033,0
MONTGOMERY TOWNSHIP SCHOOL DISTRICT,New Jersey,4809,0.02,0.14,12.08,0.954,0
MONTVALE BOARD OF EDUCATION SCHOOL DISTRICT,New Jersey,1010,0.02,0.13,12.17,0.98,0
MONTVILLE TOWNSHIP SCHOOL DISTRICT,New Jersey,3747,0.02,0.2,9.74,0.972,0
MOORESTOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3902,0.01,0.19,11.46,0.802,0
MORRIS HILLS REGIONAL SCHOOL DISTRICT,New Jersey,2892,0.01,0.19,11.44,0.964,0
